Package,Provides,Requires
"chrony-4.8-1.fc42.x86_64.rpm","chrony = 4.8-1.fc42;chrony(x86-64) = 4.8-1.fc42;config(chrony) = 4.8-1.fc42;group(chrony);user(chrony) = dSBjaHJvbnkgLSAiY2hyb255IHN5c3RlbSB1c2VyIiAvdmFyL2xpYi9jaHJvbnkgL3NiaW4vbm9sb2dpbgAA","/bin/sh;/bin/sh;/bin/sh;/bin/sh;/usr/bin/bash;/usr/bin/sh;config(chrony) = 4.8-1.fc42;filesystem(unmerged-sbin-symlinks);libc.so.6()(64bit);libc.so.6(GLIBC_2.12)(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.15)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.25)(64bit);libc.so.6(GLIBC_2.27)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcap.so.2()(64bit);libedit.so.0()(64bit);libgnutls.so.30()(64bit);libgnutls.so.30(GNUTLS_3_4)(64bit);libgnutls.so.30(GNUTLS_3_6_3)(64bit);libm.so.6()(64bit);libm.so.6(GLIBC_2.2.5)(64bit);libm.so.6(GLIBC_2.29)(64bit);libnettle.so.8()(64bit);libnettle.so.8(NETTLE_8)(64bit);libseccomp.so.2()(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH);shadow-utils;systemd;systemd;systemd;tzdata"
"cirrus-audio-firmware-20250808-1.fc42.noarch.rpm","cirrus-audio-firmware = 20250808-1.fc42","linux-firmware-whence = 20250808-1.fc42;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1"
"composefs-libs-1.0.8-2.fc42.x86_64.rpm","composefs-libs = 1.0.8-2.fc42;composefs-libs(x86-64) = 1.0.8-2.fc42;libcomposefs.so.1()(64bit)","libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.26)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcrypto.so.3()(64bit);libcrypto.so.3(OPENSSL_3.0.0)(64bit);libgcc_s.so.1()(64bit);libgcc_s.so.1(GCC_3.0)(64bit);libgcc_s.so.1(GCC_3.3.1)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"coreutils-9.6-5.fc42.x86_64.rpm","bundled(gnulib);coreutils = 9.6-5.fc42;coreutils(x86-64) = 9.6-5.fc42;coreutils-full = 9.6-5.fc42;libstdbuf.so()(64bit)","coreutils-common = 9.6-5.fc42;filesystem(unmerged-sbin-symlinks);libacl.so.1()(64bit);libacl.so.1(ACL_1.0)(64bit);libattr.so.1()(64bit);libattr.so.1(ATTR_1.1)(64bit);libattr.so.1(ATTR_1.3)(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.10)(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.16)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.25)(64bit);libc.so.6(GLIBC_2.27)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.32)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.5)(64bit);libc.so.6(GLIBC_2.6)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_2.9)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcap.so.2()(64bit);libcrypto.so.3()(64bit);libcrypto.so.3(OPENSSL_3.0.0)(64bit);libgmp.so.10()(64bit);libselinux.so.1()(64bit);libselinux.so.1(LIBSELINUX_1.0)(64bit);libsystemd.so.0()(64bit);libsystemd.so.0(LIBSYSTEMD_209)(64bit);libsystemd.so.0(LIBSYSTEMD_254)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"coreutils-common-9.6-5.fc42.x86_64.rpm","config(coreutils-common) = 9.6-5.fc42;coreutils-common = 9.6-5.fc42;coreutils-common(x86-64) = 9.6-5.fc42","config(coreutils-common) = 9.6-5.fc42;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1"
"coreutils-single-9.6-5.fc42.x86_64.rpm","bundled(gnulib);coreutils = 9.6-5.fc42;coreutils(x86-64) = 9.6-5.fc42;coreutils-single = 9.6-5.fc42;coreutils-single(x86-64) = 9.6-5.fc42;libstdbuf.so.single()(64bit)","libacl.so.1()(64bit);libacl.so.1(ACL_1.0)(64bit);libattr.so.1()(64bit);libattr.so.1(ATTR_1.1)(64bit);libattr.so.1(ATTR_1.3)(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.10)(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.16)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.25)(64bit);libc.so.6(GLIBC_2.27)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.32)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.5)(64bit);libc.so.6(GLIBC_2.6)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_2.9)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcap.so.2()(64bit);libselinux.so.1()(64bit);libselinux.so.1(LIBSELINUX_1.0)(64bit);libsystemd.so.0()(64bit);libsystemd.so.0(LIBSYSTEMD_209)(64bit);libsystemd.so.0(LIBSYSTEMD_254)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cpio-2.15-4.fc42.x86_64.rpm","/bin/cpio;bundled(gnulib);bundled(paxutils);cpio = 2.15-4.fc42;cpio(x86-64) = 2.15-4.fc42","libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.16)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.26)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.6)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cracklib-2.9.11-7.fc42.i686.rpm","cracklib = 2.9.11-7.fc42;cracklib(x86-32) = 2.9.11-7.fc42;libcrack.so.2","/usr/bin/sh;filesystem(unmerged-sbin-symlinks);gzip;libc.so.6;libc.so.6(GLIBC_2.0);libc.so.6(GLIBC_2.1);libc.so.6(GLIBC_2.1.2);libc.so.6(GLIBC_2.1.3);libc.so.6(GLIBC_2.3);libc.so.6(GLIBC_2.3.4);libc.so.6(GLIBC_2.34);libc.so.6(GLIBC_2.4);libc.so.6(GLIBC_ABI_DT_RELR);libcrack.so.2;libz.so.1;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cracklib-2.9.11-7.fc42.x86_64.rpm","cracklib = 2.9.11-7.fc42;cracklib(x86-64) = 2.9.11-7.fc42;libcrack.so.2()(64bit)","/usr/bin/sh;filesystem(unmerged-sbin-symlinks);gzip;libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcrack.so.2()(64bit);libz.so.1()(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cracklib-dicts-2.9.11-7.fc42.x86_64.rpm","cracklib-dicts = 2.9.11-7.fc42;cracklib-dicts(x86-64) = 2.9.11-7.fc42","cracklib = 2.9.11-7.fc42;filesystem(unmerged-sbin-symlinks);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1"
"crypto-policies-20250707-1.gitad370a8.fc42.noarch.rpm","config(crypto-policies) = 20250707-1.gitad370a8.fc42;crypto-policies = 20250707-1.gitad370a8.fc42","/bin/sh;/usr/bin/bash;config(crypto-policies) = 20250707-1.gitad370a8.fc42;rpmlib(BuiltinLuaScripts) <= 4.2.2-1;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PartialHardlinkSets) <= 4.0.4-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1"
"crypto-policies-scripts-20250707-1.gitad370a8.fc42.noarch.rpm","crypto-policies-scripts = 20250707-1.gitad370a8.fc42","/bin/sh;/usr/bin/python3;/usr/bin/sh;crypto-policies = 20250707-1.gitad370a8.fc42;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PartialHardlinkSets) <= 4.0.4-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rpmlib(RichDependencies) <= 4.12.0-1"
"cryptsetup-libs-2.8.1-1.fc42.i686.rpm","cryptsetup-libs = 2.8.1-1.fc42;cryptsetup-libs(x86-32) = 2.8.1-1.fc42;libcryptsetup.so.12;libcryptsetup.so.12(CRYPTSETUP_2.0);libcryptsetup.so.12(CRYPTSETUP_2.4);libcryptsetup.so.12(CRYPTSETUP_2.5);libcryptsetup.so.12(CRYPTSETUP_2.6);libcryptsetup.so.12(CRYPTSETUP_2.7);libcryptsetup.so.12(CRYPTSETUP_2.8)","libblkid.so.1;libblkid.so.1(BLKID_2.15);libblkid.so.1(BLKID_2.17);libc.so.6;libc.so.6(GLIBC_2.0);libc.so.6(GLIBC_2.1);libc.so.6(GLIBC_2.1.3);libc.so.6(GLIBC_2.15);libc.so.6(GLIBC_2.17);libc.so.6(GLIBC_2.2);libc.so.6(GLIBC_2.25);libc.so.6(GLIBC_2.3);libc.so.6(GLIBC_2.3.3);libc.so.6(GLIBC_2.3.4);libc.so.6(GLIBC_2.33);libc.so.6(GLIBC_2.34);libc.so.6(GLIBC_2.38);libc.so.6(GLIBC_2.4);libc.so.6(GLIBC_2.7);libc.so.6(GLIBC_2.8);libc.so.6(GLIBC_ABI_DT_RELR);libcrypto.so.3;libcrypto.so.3(OPENSSL_3.0.0);libcrypto.so.3(OPENSSL_3.2.0);libdevmapper.so.1.02;libdevmapper.so.1.02(Base);libdevmapper.so.1.02(DM_1_02_197);libdevmapper.so.1.02(DM_1_02_97);libdevmapper.so.1.02(DM_1_02_98);libjson-c.so.5;libjson-c.so.5(JSONC_0.14);libuuid.so.1;libuuid.so.1(UUID_1.0);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cryptsetup-libs-2.8.1-1.fc42.x86_64.rpm","cryptsetup-libs = 2.8.1-1.fc42;cryptsetup-libs(x86-64) = 2.8.1-1.fc42;libcryptsetup.so.12()(64bit);libcryptsetup.so.12(CRYPTSETUP_2.0)(64bit);libcryptsetup.so.12(CRYPTSETUP_2.4)(64bit);libcryptsetup.so.12(CRYPTSETUP_2.5)(64bit);libcryptsetup.so.12(CRYPTSETUP_2.6)(64bit);libcryptsetup.so.12(CRYPTSETUP_2.7)(64bit);libcryptsetup.so.12(CRYPTSETUP_2.8)(64bit)","libblkid.so.1()(64bit);libblkid.so.1(BLKID_2.15)(64bit);libblkid.so.1(BLKID_2.17)(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.15)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.25)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcrypto.so.3()(64bit);libcrypto.so.3(OPENSSL_3.0.0)(64bit);libcrypto.so.3(OPENSSL_3.2.0)(64bit);libdevmapper.so.1.02()(64bit);libdevmapper.so.1.02(Base)(64bit);libdevmapper.so.1.02(DM_1_02_197)(64bit);libdevmapper.so.1.02(DM_1_02_97)(64bit);libdevmapper.so.1.02(DM_1_02_98)(64bit);libjson-c.so.5()(64bit);libjson-c.so.5(JSONC_0.14)(64bit);libuuid.so.1()(64bit);libuuid.so.1(UUID_1.0)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"curl-8.11.1-6.fc42.x86_64.rpm","curl = 8.11.1-6.fc42;curl(x86-64) = 8.11.1-6.fc42;curl-full = 8.11.1-6.fc42;curl-minimal = 8.11.1-6.fc42;webclient","libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.15)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcurl(x86-64) >= 8.11.1-6.fc42;libcurl.so.4()(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cyrus-sasl-lib-2.1.28-30.fc42.i686.rpm","cyrus-sasl-lib = 2.1.28-30.fc42;cyrus-sasl-lib(x86-32) = 2.1.28-30.fc42;libanonymous.so.3;libsasl2.so.3;libsasldb.so.3","filesystem(unmerged-sbin-symlinks);libanonymous.so.3;libc.so.6;libc.so.6(GLIBC_2.0);libc.so.6(GLIBC_2.1);libc.so.6(GLIBC_2.1.3);libc.so.6(GLIBC_2.15);libc.so.6(GLIBC_2.17);libc.so.6(GLIBC_2.2);libc.so.6(GLIBC_2.2.4);libc.so.6(GLIBC_2.28);libc.so.6(GLIBC_2.3);libc.so.6(GLIBC_2.3.2);libc.so.6(GLIBC_2.3.4);libc.so.6(GLIBC_2.33);libc.so.6(GLIBC_2.34);libc.so.6(GLIBC_2.38);libc.so.6(GLIBC_2.4);libc.so.6(GLIBC_ABI_DT_RELR);libcrypt.so.2;libgdbm.so.6;libresolv.so.2;libsasl2.so.3;libsasldb.so.3;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"cyrus-sasl-lib-2.1.28-30.fc42.x86_64.rpm","cyrus-sasl-lib = 2.1.28-30.fc42;cyrus-sasl-lib(x86-64) = 2.1.28-30.fc42;libanonymous.so.3()(64bit);libsasl2.so.3()(64bit);libsasldb.so.3()(64bit)","filesystem(unmerged-sbin-symlinks);libanonymous.so.3()(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.15)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.3)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcrypt.so.2()(64bit);libgdbm.so.6()(64bit);libresolv.so.2()(64bit);libsasl2.so.3()(64bit);libsasldb.so.3()(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"dbus-1.16.0-3.fc42.x86_64.rpm","dbus = 1:1.16.0-3.fc42;dbus(x86-64) = 1:1.16.0-3.fc42","(dbus-broker >= 16-4 if systemd);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rpmlib(RichDependencies) <= 4.12.0-1"
"dbus-broker-36-6.fc42.x86_64.rpm","dbus-broker = 36-6.fc42;dbus-broker(x86-64) = 36-6.fc42","/bin/sh;/bin/sh;/bin/sh;/bin/sh;/bin/sh;dbus-common;libaudit.so.1()(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.10)(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.16)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_2.9)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcap-ng.so.0()(64bit);libexpat.so.1()(64bit);libgcc_s.so.1()(64bit);libgcc_s.so.1(GCC_3.0)(64bit);libgcc_s.so.1(GCC_3.3.1)(64bit);libm.so.6()(64bit);libm.so.6(GLIBC_2.2.5)(64bit);libselinux.so.1()(64bit);libselinux.so.1(LIBSELINUX_1.0)(64bit);libsystemd.so.0()(64bit);libsystemd.so.0(LIBSYSTEMD_209)(64bit);libsystemd.so.0(LIBSYSTEMD_221)(64bit);libsystemd.so.0(LIBSYSTEMD_237)(64bit);libsystemd.so.0(LIBSYSTEMD_243)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH);shadow-utils"
"dbus-common-1.16.0-3.fc42.noarch.rpm","config(dbus-common) = 1:1.16.0-3.fc42;dbus-common = 1:1.16.0-3.fc42;group(dbus);user(dbus) = dSBkYnVzIDgxICJTeXN0ZW0gTWVzc2FnZSBCdXMiIC0gLQAA","/bin/sh;/bin/sh;/bin/sh;/bin/sh;config(dbus-common) = 1:1.16.0-3.fc42;rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1"
"dbus-daemon-1.16.0-3.fc42.x86_64.rpm","dbus-daemon = 1:1.16.0-3.fc42;dbus-daemon(x86-64) = 1:1.16.0-3.fc42","/bin/sh;/bin/sh;/bin/sh;/bin/sh;/bin/sh;dbus-common = 1:1.16.0-3.fc42;dbus-libs(x86-64) = 1:1.16.0-3.fc42;dbus-tools = 1:1.16.0-3.fc42;libaudit.so.1()(64bit);libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.7)(64bit);libc.so.6(GLIBC_2.9)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libcap-ng.so.0()(64bit);libdbus-1.so.3()(64bit);libdbus-1.so.3(LIBDBUS_1_3)(64bit);libdbus-1.so.3(LIBDBUS_PRIVATE_1.16.0)(64bit);libexpat.so.1()(64bit);libselinux(x86-64) >= 2.0.86;libselinux.so.1()(64bit);libselinux.so.1(LIBSELINUX_1.0)(64bit);libsystemd.so.0()(64bit);libsystemd.so.0(LIBSYSTEMD_209)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH);shadow-utils"
"dbus-libs-1.16.0-3.fc42.x86_64.rpm","dbus-libs = 1:1.16.0-3.fc42;dbus-libs(x86-64) = 1:1.16.0-3.fc42;libdbus-1.so.3()(64bit);libdbus-1.so.3(LIBDBUS_1_3)(64bit);libdbus-1.so.3(LIBDBUS_PRIVATE_1.16.0)(64bit)","libc.so.6()(64bit);libc.so.6(GLIBC_2.10)(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.17)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.25)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3.2)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libsystemd.so.0()(64bit);libsystemd.so.0(LIBSYSTEMD_209)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"dbus-tools-1.16.0-3.fc42.x86_64.rpm","dbus-tools = 1:1.16.0-3.fc42;dbus-tools(x86-64) = 1:1.16.0-3.fc42","dbus-libs(x86-64) = 1:1.16.0-3.fc42;libc.so.6()(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.38)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_2.8)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libdbus-1.so.3()(64bit);libdbus-1.so.3(LIBDBUS_1_3)(64bit);libdbus-1.so.3(LIBDBUS_PRIVATE_1.16.0)(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
"dconf-0.40.0-15.fc42.x86_64.rpm","config(dconf) = 0.40.0-15.fc42;dconf = 0.40.0-15.fc42;dconf(x86-64) = 0.40.0-15.fc42;libdconf.so.1()(64bit);libdconfsettings.so()(64bit)","/bin/sh;/bin/sh;/bin/sh;/bin/sh;config(dconf) = 0.40.0-15.fc42;dbus;glib2(x86-64) >= 2.44.0;libc.so.6()(64bit);libc.so.6(GLIBC_2.14)(64bit);libc.so.6(GLIBC_2.2.5)(64bit);libc.so.6(GLIBC_2.28)(64bit);libc.so.6(GLIBC_2.3.4)(64bit);libc.so.6(GLIBC_2.33)(64bit);libc.so.6(GLIBC_2.34)(64bit);libc.so.6(GLIBC_2.4)(64bit);libc.so.6(GLIBC_ABI_DT_RELR)(64bit);libdconf.so.1()(64bit);libgcc_s.so.1()(64bit);libgcc_s.so.1(GCC_3.0)(64bit);libgcc_s.so.1(GCC_3.3.1)(64bit);libgio-2.0.so.0()(64bit);libglib-2.0.so.0()(64bit);libgobject-2.0.so.0()(64bit);rpmlib(CompressedFileNames) <= 3.0.4-1;rpmlib(FileDigests) <= 4.6.0-1;rpmlib(PayloadFilesHavePrefix) <= 4.0-1;rpmlib(PayloadIsZstd) <= 5.4.18-1;rtld(GNU_HASH)"
